1350.70 20.55246 0.16738
1352.61 20.92821 0.18470
1354.86 20.51223 0.17407
1357.87 20.78028 0.18465
1358.68 20.27433 0.21267
1359.59 20.72292 0.18696
1360.90 20.70605 0.16221
1362.84 20.95053 0.25439
1363.43 20.11075 0.26549
1364.86 21.18397 0.18553
1367.85 20.95791 0.17948
1368.60 20.96511 0.18273
1371.83 21.18596 0.15743
1372.57 20.95057 0.19106
1374.83 20.87706 0.19056
1375.56 20.95630 0.16808
1378.64 20.98717 0.17011
1380.71 20.61238 0.21954
1382.52 21.54874 0.18566
1384.66 21.26822 0.19538
1385.73 21.43822 0.18643
1386.54 22.07854 0.21914
1389.58 21.53403 0.18534
1393.73 21.64479 0.27175
1394.49 21.38868 0.19442
1396.63 22.34755 0.20040
1398.73 21.21580 0.18079
1399.70 21.25489 0.23319
1402.69 21.71340 0.26928
1403.72 21.64405 0.19227
1405.74 22.03692 0.19292
1408.66 21.77219 0.17630
1412.61 21.49652 0.17495
1414.74 21.87198 0.19343
1417.49 21.24802 0.18718
1419.71 21.59140 0.16235
1421.69 21.69540 0.18115
1422.42 21.86052 0.27151
1427.65 21.64536 0.18164
1431.67 21.86189 0.16388
1433.46 21.31243 0.17768
1438.48 21.80591 0.20287
1441.36 21.42814 0.20425
1443.45 22.36122 0.16889
1450.34 22.18104 0.20778
1452.61 21.25431 0.17060
1453.50 21.56032 0.23589
1456.49 22.00881 0.15387
1459.24 21.90676 0.17158
1464.49 21.27184 0.16757
1466.54 21.81146 0.15238
1470.26 22.46718 0.18166
1473.28 22.00276 0.15972
1476.35 22.65241 0.16143
1481.17 21.97071 0.17498
1484.50 23.11026 0.28053
1488.48 23.69145 0.17561
1491.47 24.09164 0.16722
1494.30 23.38438 0.16543
1496.34 24.83961 0.17906
1500.49 24.40040 0.17879
1503.42 23.60778 0.16171
1506.53 24.37895 0.15882
1509.45 24.49354 0.20245
1511.42 24.23527 0.38108
1516.51 24.25333 0.16730
1523.39 26.70486 0.17827
1526.22 25.12142 0.16523
1533.46 25.78873 0.19457
1537.34 25.69142 0.19873
1540.49 25.78650 0.19411
1541.33 25.35184 0.18860
1544.32 25.70946 0.17823
1548.31 24.88612 0.19983
1550.30 25.06065 0.18091
1553.27 25.16708 0.17439
1555.30 25.53553 0.16921
1558.40 25.73952 0.17778
1561.28 25.25141 0.19644
1564.29 25.79640 0.17920
1568.26 26.09152 0.18969
1569.25 24.36635 0.19377
1574.25 25.42768 0.18000
1576.24 25.74014 0.20785
1579.23 25.87534 0.17751
1585.22 25.67570 0.21153
1587.21 26.39902 0.18081
1589.21 25.38212 0.20106
